detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
62963,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
62964,Utility Pole/Light Support,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
62965,Culvert,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
62966,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
62967,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
62968,Traffic Sign Support ,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
62969,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
62970,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
62971,Non-Motorist on Personal Conveyance,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
62972,Other Fixed Object,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
62973,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
62974,Guardrail Face,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
62975,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
62976,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
62977,Fell/Jumped from Vehicle,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
62978,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
62979,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
62980,Parked Motor Vehicle ,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
62981,Curb,Daylight,Urban-Local Road or Street,Not an Intersection,t
62982,Fence,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
62983,Motor Vehicle In-Transport ,Daylight,Unknown,Not an Intersection,t
62984,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
62985,Traffic Sign Support ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
62986,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,f
62987,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
62988,"Other Post, Other Pole or Other Supports",Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
62989,Utility Pole/Light Support,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
62990,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
62991,Fell/Jumped from Vehicle,Daylight,Urban-Local Road or Street,Not an Intersection,f
62992,Guardrail Face,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
62993,Guardrail Face,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
62994,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
62995,Live Animal,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
62996,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
62997,Tree (Standing Only),Dusk,Rural-Major Collector,Not an Intersection,f
62998,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
62999,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
63000,Pedestrian,Daylight,Rural-Major Collector,Not an Intersection,f
63001,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
63002,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
63003,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63004,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
63005,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
63006,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
63007,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
63008,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
63009,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
63010,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
63011,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
63012,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
63013,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
63014,Pedalcyclist,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
63015,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63016,Pedestrian,Dark - Lighted,Urban-Minor Arterial,T-Intersection,t
63017,Embankment,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
63018,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
63019,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
63020,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
63021,Rollover/Overturn,Daylight,Rural-Minor Arterial,Not an Intersection,f
63022,Rollover/Overturn,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
63023,Rollover/Overturn,Daylight,Urban-Local Road or Street,Not an Intersection,t
63024,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,f
63025,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
63026,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
63027,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Four-Way Intersection,f
63028,Utility Pole/Light Support,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63029,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
63030,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
63031,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,f
63032,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
63033,Fence,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
63034,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,f
63035,Other Fixed Object,Daylight,Rural-Minor Collector,Not an Intersection,t
63036,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
63037,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,f
63038,Ditch,Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
63039,Rollover/Overturn,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
63040,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
63041,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
63042,Pedestrian,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
63043,Ground,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
63044,Rollover/Overturn,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
63045,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
63046,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
63047,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
63048,Pedestrian,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
63049,Rollover/Overturn,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
63050,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
63051,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
63052,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
63053,Pedestrian,Daylight,Rural-Major Collector,Not an Intersection,f
63054,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
63055,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
63056,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63057,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63058,Embankment,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
63059,Tree (Standing Only),Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
63060,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63061,Culvert,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
63062,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
63063,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63064,Concrete Traffic Barrier,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
63065,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
63066,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
63067,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
63068,Utility Pole/Light Support,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
63069,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
63070,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63071,Guardrail End,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
63072,Culvert,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
63073,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
63074,Rollover/Overturn,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63075,Wall,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
63076,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
63077,Tree (Standing Only),Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
63078,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
63079,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
63080,Utility Pole/Light Support,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
63081,Embankment,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
63082,Other Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
63083,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
63084,Culvert,Dawn,Rural-Major Collector,Not an Intersection,f
63085,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
63086,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
63087,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
63088,Other Fixed Object,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
63089,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,T-Intersection,f
63090,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,T-Intersection,f
63091,Fell/Jumped from Vehicle,Dark - Unknown Lighting,Urban-Principal Arterial-Interstate,Not an Intersection,f
63092,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
63093,Rollover/Overturn,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
63094,Utility Pole/Light Support,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
63095,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,t
63096,Traffic Sign Support ,Daylight,Rural-Minor Collector,Not an Intersection,f
63097,Rollover/Overturn,Dark - Lighted,Rural-Major Collector,Not an Intersection,t
63098,Traffic Sign Support ,Daylight,Rural-Major Collector,Not an Intersection,t
63099,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
63100,Fence,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
63101,Shrubbery,Daylight,Urban-Local Road or Street,Not an Intersection,f
63102,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
63103,Guardrail End,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
63104,Pedestrian,Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
63105,Fell/Jumped from Vehicle,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
63106,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
63107,Other Object (not fixed),Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
63108,Parked Motor Vehicle ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
63109,Embankment,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
63110,Ditch,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
63111,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
63112,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
63113,Traffic Sign Support ,Dark - Not Lighted,Rural-Local Road or Street,Four-Way Intersection,t
63114,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
63115,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
63116,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
63117,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
