detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
32927,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
32928,"Other Post, Other Pole or Other Supports",Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
32929,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
32930,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
32931,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
32932,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
32933,Rollover/Overturn,Dark - Lighted,Rural-Major Collector,Not an Intersection,t
32934,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
32935,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
32936,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
32937,Concrete Traffic Barrier,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
32938,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
32939,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
32940,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
32941,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
32942,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,t
32943,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
32944,Pedalcyclist,Daylight,Urban-Other Principal Arterial,T-Intersection,f
32945,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
32946,Pedestrian,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
32947,Tree (Standing Only),Dark - Lighted,Urban-Collector,Not an Intersection,t
32948,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
32949,Pedestrian,Dark - Lighted,Urban-Minor Arterial,T-Intersection,f
32950,Pedestrian,Dark - Lighted,Rural-Minor Arterial,Not an Intersection,f
32951,Rollover/Overturn,Dawn,Rural-Local Road or Street,Not an Intersection,f
32952,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
32953,Guardrail Face,Daylight,Rural-Minor Arterial,Not an Intersection,f
32954,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
32955,Pedestrian,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
32956,Live Animal,Dark - Lighted,Rural-Minor Arterial,Not an Intersection,f
32957,Pedestrian,Dawn,Rural-Major Collector,Not an Intersection,f
32958,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
32959,Motor Vehicle In-Transport ,Dusk,Urban-Collector,Not an Intersection,f
32960,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
32961,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
32962,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Unknown Urban,Not an Intersection,f
32963,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
32964,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Not an Intersection,t
32965,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
32966,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
32967,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Major Collector,Four-Way Intersection,f
32968,Mail Box,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
32969,Utility Pole/Light Support,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
32970,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
32971,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
32972,Embankment,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
32973,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
32974,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
32975,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
32976,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
32977,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
32978,Parked Motor Vehicle ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
32979,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
32980,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
32981,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
32982,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,T-Intersection,t
32983,Rollover/Overturn,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
32984,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
32985,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,f
32986,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
32987,Concrete Traffic Barrier,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
32988,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
32989,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
32990,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
32991,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
32992,Pedestrian,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
32993,Bridge Rail (Includes parapet),Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
32994,Tree (Standing Only),Dark - Lighted,Rural-Major Collector,Not an Intersection,t
32995,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
32996,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
32997,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
32998,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
32999,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
33000,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
33001,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
33002,Tree (Standing Only),Dawn,Rural-Local Road or Street,Not an Intersection,t
33003,Utility Pole/Light Support,Daylight,Rural-Major Collector,Not an Intersection,f
33004,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
33005,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Collector,Four-Way Intersection,t
33006,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
33007,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,t
33008,Ditch,Daylight,Rural-Minor Arterial,Not an Intersection,f
33009,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
33010,Utility Pole/Light Support,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
33011,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
33012,Ditch,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
33013,Tree (Standing Only),Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
33014,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,t
33015,"Other Post, Other Pole or Other Supports",Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
33016,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Minor Arterial,Not an Intersection,f
33017,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
33018,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
33019,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,T-Intersection,f
33020,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
33021,Live Animal,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
33022,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
33023,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,t
33024,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Four-Way Intersection,f
33025,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
33026,Snow Bank,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
33027,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
33028,Parked Motor Vehicle ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
33029,Tree (Standing Only),Dark - Lighted,Rural-Minor Arterial,Not an Intersection,t
33030,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,T-Intersection,f
33031,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
33032,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
33033,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
33034,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,t
33035,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
33036,Pedalcyclist,Daylight,Urban-Minor Arterial,T-Intersection,f
33037,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
33038,Tree (Standing Only),Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
33039,Curb,Daylight,Urban-Collector,Not an Intersection,f
33040,Other Fixed Object,Daylight,Rural-Minor Arterial,Not an Intersection,f
33041,Utility Pole/Light Support,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
33042,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
33043,Embankment,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
33044,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
33045,Motor Vehicle In-Transport ,Dawn,Urban-Collector,Not an Intersection,f
33046,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,T-Intersection,t
33047,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
33048,Motor Vehicle In-Transport ,Dusk,Rural-Minor Arterial,Not an Intersection,f
33049,Ditch,Daylight,Rural-Minor Arterial,Not an Intersection,f
33050,Embankment,Dusk,Urban-Local Road or Street,Not an Intersection,t
33051,Thrown or Falling Object,Daylight,Rural-Minor Arterial,Not an Intersection,f
33052,Guardrail Face,Daylight,Rural-Minor Arterial,Not an Intersection,t
33053,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
33054,Embankment,Daylight,Urban-Collector,Not an Intersection,f
33055,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
33693,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
33056,Utility Pole/Light Support,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
33057,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
33058,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
33059,Motor Vehicle In-Transport ,Dusk,Urban-Principal Arterial-Interstate,Not an Intersection,f
33060,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
33061,Guardrail Face,Dark - Lighted,Urban-Collector,Not an Intersection,t
33062,Utility Pole/Light Support,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
33063,Fence,Daylight,Urban-Local Road or Street,T-Intersection,f
33064,Pedestrian,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
33065,Embankment,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
33066,Guardrail Face,Daylight,Rural-Minor Collector,T-Intersection,f
33067,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,f
33068,Non-Motorist on Personal Conveyance,Daylight,Rural-Local Road or Street,Not an Intersection,f
33069,Guardrail Face,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
33070,Fire Hydrant,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
33071,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
33072,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
33073,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
33074,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
33075,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
33076,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
33077,Pedestrian,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
33078,Ditch,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
33079,Embankment,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
33080,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
33081,Pedestrian,Dark - Unknown Lighting,Urban-Other Principal Arterial,Not an Intersection,f
33082,Guardrail Face,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
33083,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
33084,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
33085,Pedestrian,Daylight,Rural-Minor Collector,Y-Intersection,f
33086,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,t
33087,Pedestrian,Daylight,Rural-Minor Collector,Not an Intersection,f
33088,Rollover/Overturn,Daylight,Urban-Collector,Not an Intersection,f
